"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"China","CHN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","65.5050888061523","","","","","","","","77.7850570678711","","","","","","","","","","90.9202117919922","","","","","","","","","","95.1244812011719","","","","","","","","","","97.1500015258789","","","",
"Cote d'Ivoire","CIV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1392784118652","","","","","","","","","","36.3502388000488","","48.7407608032227","","","","","","","","","","","","40.9816284179688","","43.9084205627441","","","","","89.8934173583984","","","","",
"Cameroon","CMR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","41.2162094116211","","","","","","","","","","","","","","","","","","","","","","","","68.4091567993164","","","","","","","70.6799392700195","","","71.2905120849609","","","","","","","","77.0710372924805","","78.2300033569336","","","",
"Congo, Dem. Rep.","COD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.1729888916016","","","","","","61.2055511474609","","","","","75.0171890258789","","","","77.0426788330078","","","","","","80.5400009155273","",
"Congo, Rep.","COG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","59.6191215515137","","","","","","","","","","","","","","","","","","","","","76.1147918701172","","","","","","79.3111724853516","","","","","","","","","","80.6100006103516","","",
"Colombia","COL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.0630874633789","","","91.207160949707","","","","","","","","92.8037796020508","92.8486633300781","92.2996826171875","92.6517868041992","93.3781814575195","93.2446899414062","93.3723297119141","93.5805282592773","","","94.1862487792969","94.2450485229492","94.6538467407227","","95.0925064086914","95.249267578125","95.6363296508789","","","",
"Comoros","COM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","47.9192314147949","","","","","","","","","","","","","","","","","","","","68.4892272949219","","","","","","","","","","","","49.1961402893066","","","","","","","","","","61.7099990844727","",
"Cabo Verde","CPV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.7968597412109","","","","","","","","","","76.1104431152344","","","","","","","","","","","","85.3277893066406","","","86.7902908325195","","","","","","","91","",
"Costa Rica","CRI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","92.6290435791016","","","","","","","","","","","","","","","","94.8681869506836","","","","","","","","","","","97.4065780639648","","","","","","","","","","98.0400009155273","","",
"Caribbean small states","CSS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.8432693481445","86.9070892333984","87.20751953125","87.5077972412109","87.8010864257812","88.0916137695312","87.3703765869141","88.7356872558594","89.1294403076172","89.3794937133789","89.6112365722656","89.8251876831055","90.1046600341797","90.2587127685547","90.8306732177734","91.0392913818359","","","","","","","","","","","","","","","",
"Cuba","CUB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","97.8466491699219","","","","","","","","","","","","","","","","","","","","","99.799072265625","","","","","","","","","","99.6731109619141","","","","","","","","","99.6731109619141","","",
"Curacao","CUW","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8678207397461","","","","","","","","","","98.8678207397461","","","","","","",
"Cyprus","CYP","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.3624725341797","","","","","","","","","96.8036270141602","","","","","","","","","","98.6784286499023","","","","","","","","","","99.3600006103516","","",
"Czechia","CZE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
